Date,PM2.5,PM10,NO2,NH3,SO2,CO,OZONE,AQI
2024-09-12 00:00:00+00:00,51.0,65.0,20.0,2.0,4.0,40.0,19.0,65.0
2024-09-13 00:00:00+00:00,84.0,113.0,20.0,2.0,5.0,44.0,17.0,113.0
2024-09-14 00:00:00+00:00,49.0,73.0,23.0,2.0,4.0,35.0,11.0,73.0
2024-09-15 00:00:00+00:00,27.0,37.0,23.0,2.0,4.0,33.0,9.0,37.0
2024-09-16 00:00:00+00:00,37.0,52.0,23.0,2.0,4.0,65.0,9.0,65.0
2024-09-17 00:00:00+00:00,46.0,62.0,22.0,2.0,5.0,55.0,15.0,62.0
2024-09-18 00:00:00+00:00,37.0,65.0,16.0,2.0,5.0,37.0,23.0,65.0
2024-09-19 00:00:00+00:00,41.0,65.0,16.0,2.0,5.0,20.0,20.0,65.0
2024-09-20 00:00:00+00:00,36.0,67.0,19.0,2.0,4.0,21.0,13.0,67.0
2024-09-21 00:00:00+00:00,42.0,69.0,21.0,2.0,4.0,32.0,6.0,69.0
2024-09-22 00:00:00+00:00,50.0,64.0,15.0,2.0,4.0,27.0,2.0,64.0
2024-09-23 00:00:00+00:00,40.0,49.0,10.0,1.0,4.0,24.0,14.0,49.0
2024-09-24 00:00:00+00:00,43.0,47.5,10.0,1.0,5.0,24.0,9.67,43.0
2024-09-25 00:00:00+00:00,53.0,46.0,10.0,1.0,6.0,34.0,5.33,53.0
2024-09-26 00:00:00+00:00,47.0,44.5,11.0,2.0,6.0,21.0,1.0,21.0
2024-09-27 00:00:00+00:00,41.0,43.0,20.0,4.0,6.0,28.0,11.0,28.0
2024-09-28 00:00:00+00:00,35.0,41.5,23.0,5.0,6.0,33.0,9.0,35.0
2024-09-29 00:00:00+00:00,19.0,40.0,19.0,4.0,5.0,40.0,9.0,40.0
2024-09-30 00:00:00+00:00,28.0,40.0,26.0,5.0,5.0,33.0,9.0,40.0
2024-10-01 00:00:00+00:00,32.0,44.0,20.0,4.0,5.0,35.0,8.0,44.0
2024-10-02 00:00:00+00:00,35.0,56.0,21.0,5.0,4.0,37.0,8.0,56.0
2024-10-03 00:00:00+00:00,31.0,50.0,16.0,4.0,4.0,29.0,8.0,50.0
2024-10-04 00:00:00+00:00,38.0,65.0,17.0,4.0,4.0,35.0,9.0,65.0
2024-10-05 00:00:00+00:00,37.0,61.0,15.0,3.0,4.0,30.0,10.75,61.0
2024-10-06 00:00:00+00:00,33.0,54.0,15.0,3.0,4.0,51.0,12.5,54.0
2024-10-07 00:00:00+00:00,54.0,94.0,15.0,3.0,5.0,72.0,14.25,94.0
2024-10-08 00:00:00+00:00,58.0,102.0,16.0,3.0,5.0,88.0,16.0,102.0
2024-10-09 00:00:00+00:00,64.0,107.0,17.0,4.0,5.0,76.0,26.0,107.0
2024-10-10 00:00:00+00:00,59.0,86.0,16.0,4.0,4.0,67.0,19.0,86.0
2024-10-11 00:00:00+00:00,67.0,94.0,17.0,4.0,5.0,48.0,17.0,94.0
2024-10-12 00:00:00+00:00,47.0,67.0,16.0,3.0,4.0,21.0,13.0,67.0
2024-10-13 00:00:00+00:00,38.0,50.0,20.0,3.0,4.0,19.0,15.0,50.0
2024-10-14 00:00:00+00:00,47.0,51.0,19.0,4.0,4.0,21.0,13.0,51.0
2024-10-15 00:00:00+00:00,37.0,42.0,17.0,4.0,5.0,38.0,18.0,42.0
2024-10-16 00:00:00+00:00,34.0,62.0,18.0,4.0,5.0,39.0,18.0,62.0
2024-10-17 00:00:00+00:00,56.0,80.0,18.0,4.0,6.0,52.0,23.0,80.0
2024-10-18 00:00:00+00:00,68.0,95.0,17.0,4.0,4.0,68.0,22.0,95.0
2024-10-19 00:00:00+00:00,68.0,91.0,22.0,4.0,4.0,63.0,29.0,91.0
2024-10-20 00:00:00+00:00,83.0,104.0,30.0,5.0,6.0,45.0,23.0,104.0
2024-10-21 00:00:00+00:00,36.0,56.0,31.0,4.0,7.0,19.0,14.0,56.0
2024-10-22 00:00:00+00:00,38.0,55.0,19.0,4.0,5.0,32.0,17.0,55.0
2024-10-23 00:00:00+00:00,52.0,76.0,22.0,5.0,5.0,44.0,24.0,76.0
2024-10-24 00:00:00+00:00,70.0,96.0,22.0,4.0,6.0,58.0,13.0,96.0
2024-10-25 00:00:00+00:00,78.0,100.0,27.0,5.0,7.0,73.0,14.0,100.0
2024-10-26 00:00:00+00:00,86.0,126.0,31.0,5.0,7.0,77.0,19.0,126.0
2024-10-27 00:00:00+00:00,60.0,164.0,22.0,4.0,6.0,76.0,17.0,164.0
2024-10-28 00:00:00+00:00,21.0,109.0,26.0,5.0,7.0,65.0,14.0,109.0
2024-10-29 00:00:00+00:00,36.0,109.0,25.0,6.0,7.0,92.0,21.0,109.0
2024-10-30 00:00:00+00:00,100.0,116.0,22.0,5.0,7.0,74.0,24.0,116.0
2024-10-31 00:00:00+00:00,109.0,117.0,19.0,4.0,6.0,74.0,18.0,117.0
2024-11-01 00:00:00+00:00,128.0,106.0,31.0,5.0,8.0,78.0,17.0,128.0
2024-11-02 00:00:00+00:00,122.0,110.0,38.0,5.0,10.0,77.0,15.0,122.0
2024-11-03 00:00:00+00:00,130.0,130.0,29.0,5.0,10.0,72.0,14.0,130.0
2024-11-04 00:00:00+00:00,111.0,134.0,37.0,6.0,11.0,82.0,16.0,134.0
2024-11-05 00:00:00+00:00,82.0,115.0,20.0,5.0,7.0,88.0,17.0,88.0
2024-11-06 00:00:00+00:00,90.0,96.0,23.0,4.0,6.0,98.0,21.0,98.0
2024-11-07 00:00:00+00:00,97.0,104.0,34.0,4.0,5.0,90.0,20.0,104.0
2024-11-08 00:00:00+00:00,89.0,100.0,36.0,4.0,7.0,94.0,16.0,100.0
2024-11-09 00:00:00+00:00,78.0,93.0,17.0,5.0,7.0,81.0,24.0,93.0
2024-11-10 00:00:00+00:00,59.0,94.0,17.0,5.0,7.0,91.0,13.0,94.0
2024-11-11 00:00:00+00:00,60.0,87.0,17.0,5.0,6.0,90.0,17.0,90.0
2024-11-12 00:00:00+00:00,59.0,88.0,17.0,5.0,7.0,91.0,21.0,91.0
2024-11-13 00:00:00+00:00,65.0,94.0,17.0,5.0,9.0,90.0,13.0,94.0
2024-11-14 00:00:00+00:00,69.0,99.0,17.0,5.0,9.0,88.0,16.0,99.0
2024-11-15 00:00:00+00:00,70.0,103.0,22.0,5.0,8.0,62.0,16.0,103.0
2024-11-16 00:00:00+00:00,95.0,132.0,23.0,6.0,7.0,79.0,17.0,132.0
2024-11-17 00:00:00+00:00,95.0,114.0,19.0,4.0,8.0,84.0,18.0,114.0
2024-11-18 00:00:00+00:00,61.0,90.0,18.0,4.0,6.0,60.0,17.0,90.0
2024-11-19 00:00:00+00:00,60.0,87.0,21.0,5.0,6.0,78.0,13.0,87.0
2024-11-20 00:00:00+00:00,62.0,97.0,29.0,5.0,7.0,93.0,15.0,97.0
2024-11-21 00:00:00+00:00,67.0,102.0,27.0,6.0,8.0,93.0,14.0,102.0
2024-11-22 00:00:00+00:00,68.0,106.0,21.0,5.0,7.0,69.0,15.0,106.0
2024-11-23 00:00:00+00:00,80.0,117.0,20.0,4.0,6.0,84.0,18.0,117.0
2024-11-24 00:00:00+00:00,80.0,124.0,17.0,4.0,6.0,92.0,15.0,124.0
2024-11-25 00:00:00+00:00,86.0,124.0,17.0,4.0,6.0,88.0,18.0,124.0
2024-11-26 00:00:00+00:00,72.0,104.0,27.0,5.0,7.0,91.0,14.0,104.0
2024-11-27 00:00:00+00:00,57.0,95.0,28.0,5.0,7.0,78.0,12.0,95.0
2024-11-28 00:00:00+00:00,62.0,100.0,32.0,6.0,9.0,93.0,19.0,100.0
2024-11-29 00:00:00+00:00,58.0,100.0,35.0,5.0,9.0,55.0,20.0,100.0
2024-11-30 00:00:00+00:00,47.0,83.0,28.0,5.0,5.0,57.0,16.0,83.0
2024-12-01 00:00:00+00:00,60.0,97.0,23.0,4.0,6.0,82.0,20.0,97.0
2024-12-02 00:00:00+00:00,74.0,108.0,18.0,5.0,6.0,68.0,17.0,108.0
2024-12-03 00:00:00+00:00,64.0,102.0,27.0,5.0,6.0,54.0,20.0,102.0
2024-12-04 00:00:00+00:00,62.0,102.0,26.0,5.0,7.0,70.0,21.0,102.0
2024-12-05 00:00:00+00:00,51.0,80.0,25.0,4.0,9.0,40.0,16.0,80.0
2024-12-06 00:00:00+00:00,47.0,73.0,17.0,4.0,7.0,46.0,14.0,73.0
2024-12-07 00:00:00+00:00,46.0,77.0,17.0,4.0,7.0,72.0,16.0,77.0
2024-12-08 00:00:00+00:00,55.0,95.0,30.0,5.0,9.0,76.0,15.0,95.0
2024-12-09 00:00:00+00:00,47.0,87.0,34.0,5.0,7.0,47.0,13.0,87.0
2024-12-10 00:00:00+00:00,39.0,99.0,34.0,5.0,7.0,65.0,4.0,99.0
2024-12-11 00:00:00+00:00,45.0,101.0,32.0,5.0,8.0,50.0,13.0,101.0
2024-12-12 00:00:00+00:00,47.0,90.0,26.0,5.0,7.0,75.0,15.0,90.0
2024-12-13 00:00:00+00:00,60.0,109.0,22.0,5.0,6.0,77.0,18.0,109.0
2024-12-14 00:00:00+00:00,47.0,106.0,19.0,4.0,5.0,44.0,14.0,106.0
2024-12-15 00:00:00+00:00,26.0,65.0,17.0,4.0,5.0,53.0,11.0,65.0
2024-12-16 00:00:00+00:00,32.0,75.0,17.0,4.0,5.0,82.0,16.0,82.0
2024-12-17 00:00:00+00:00,36.0,84.0,27.0,5.0,6.0,100.0,13.0,100.0
2024-12-18 00:00:00+00:00,49.0,107.0,28.0,4.0,5.0,73.0,10.0,107.0
2024-12-19 00:00:00+00:00,44.0,86.0,17.0,4.0,4.0,70.0,14.0,86.0
2024-12-20 00:00:00+00:00,57.0,107.0,17.0,4.0,4.0,60.0,5.0,107.0
2024-12-21 00:00:00+00:00,61.0,116.0,17.0,4.0,4.0,43.0,5.0,116.0
2024-12-22 00:00:00+00:00,73.0,130.0,17.0,4.0,4.0,41.0,5.0,130.0
2024-12-23 00:00:00+00:00,64.0,110.0,17.0,4.0,3.0,27.0,5.0,110.0
2024-12-23 00:00:00+00:00,64.0,110.0,17.0,4.0,3.0,27.0,5.0,110.0
2024-12-25 00:00:00+00:00,71.5,116.5,17.0,4.0,3.0,30.0,5.0,30.0
2024-12-26 00:00:00+00:00,79.0,123.0,17.0,4.0,3.0,23.0,5.0,123.0
2024-12-27 00:00:00+00:00,85.0,121.0,17.0,4.0,4.0,49.0,5.0,121.0
2024-12-28 00:00:00+00:00,82.0,116.0,17.0,4.0,3.0,12.0,5.0,116.0
2024-12-29 00:00:00+00:00,71.0,104.0,17.0,4.0,3.0,17.0,5.0,104.0
2024-12-30 00:00:00+00:00,46.0,70.0,17.0,4.0,3.0,6.0,5.0,70.0
2024-12-31 00:00:00+00:00,36.0,62.0,17.0,4.0,3.0,68.0,5.0,68.0
2025-01-01 00:00:00+00:00,43.0,72.0,17.0,4.0,3.0,12.0,5.0,72.0
2025-01-02 00:00:00+00:00,44.0,67.0,17.0,4.0,4.0,50.0,18.0,67.0
2025-01-03 00:00:00+00:00,39.0,78.0,18.0,4.0,4.0,61.0,12.0,61.0
2025-01-04 00:00:00+00:00,43.0,89.0,24.0,5.0,4.0,72.0,17.0,89.0
2025-01-05 00:00:00+00:00,60.0,107.0,24.0,5.0,4.0,60.0,20.0,107.0
2025-01-06 00:00:00+00:00,70.0,110.0,24.0,5.0,4.0,23.0,14.0,110.0
2025-01-07 00:00:00+00:00,56.0,101.0,24.0,5.0,4.0,27.0,14.0,101.0
2025-01-08 00:00:00+00:00,45.0,81.0,23.0,5.0,4.0,61.0,16.0,81.0
2025-01-09 00:00:00+00:00,56.0,97.0,24.0,5.0,4.0,62.0,22.0,97.0
2025-01-10 00:00:00+00:00,42.0,75.0,24.0,5.0,4.0,40.0,22.0,75.0
2025-01-11 00:00:00+00:00,42.0,70.0,23.0,5.0,4.0,69.0,22.0,70.0
2025-01-12 00:00:00+00:00,46.0,76.0,23.5,5.0,4.0,46.0,22.0,46.0
2025-01-13 00:00:00+00:00,50.0,82.0,24.0,5.0,4.0,39.0,22.0,82.0
2025-01-14 00:00:00+00:00,39.0,72.0,24.0,5.0,4.0,48.0,22.0,72.0
2025-01-15 00:00:00+00:00,42.0,65.0,24.0,5.0,4.0,40.0,22.0,65.0
2025-01-16 00:00:00+00:00,48.0,73.0,23.0,6.0,5.0,41.0,22.0,73.0
2025-01-17 00:00:00+00:00,44.0,76.0,24.0,6.0,4.0,32.0,22.0,76.0
2025-01-18 00:00:00+00:00,45.0,79.0,24.0,5.0,3.0,25.0,22.0,79.0
2025-01-19 00:00:00+00:00,50.0,75.0,24.0,5.0,3.0,44.0,22.0,75.0
2025-01-20 00:00:00+00:00,62.0,89.0,24.0,5.0,3.0,64.0,22.0,89.0
2025-01-21 00:00:00+00:00,68.0,112.0,24.0,5.0,4.0,61.0,22.0,112.0
2025-01-22 00:00:00+00:00,72.0,116.0,24.0,5.0,3.0,70.0,22.0,116.0
2025-01-23 00:00:00+00:00,75.0,104.0,24.0,5.0,3.0,34.0,22.0,104.0
2025-01-24 00:00:00+00:00,51.0,78.0,24.0,5.0,3.0,17.0,23.0,78.0
2025-01-25 00:00:00+00:00,35.0,59.0,24.0,5.0,3.0,24.0,22.0,59.0
2025-01-26 00:00:00+00:00,35.0,58.0,24.0,5.0,3.0,52.0,22.0,58.0
2025-01-27 00:00:00+00:00,50.0,81.0,24.0,5.0,3.0,58.0,22.0,81.0
2025-01-28 00:00:00+00:00,50.0,90.0,24.0,5.0,4.0,65.0,22.0,90.0
2025-01-29 00:00:00+00:00,51.0,83.0,24.0,5.0,5.0,68.0,22.0,83.0
2025-01-30 00:00:00+00:00,64.0,99.0,24.0,5.0,4.0,53.0,23.0,99.0
2025-01-31 00:00:00+00:00,53.0,71.0,23.0,6.0,5.0,60.0,22.0,71.0
2025-02-01 00:00:00+00:00,56.0,87.0,24.0,5.0,5.0,50.0,22.0,87.0
2025-02-02 00:00:00+00:00,45.0,80.0,24.0,5.0,5.0,41.0,22.0,80.0
2025-02-03 00:00:00+00:00,53.0,92.0,24.0,5.0,5.0,60.0,22.0,92.0
2025-02-04 00:00:00+00:00,56.0,91.0,24.0,5.0,4.0,34.0,22.0,91.0
2025-02-05 00:00:00+00:00,48.0,80.0,24.0,5.0,4.0,19.0,22.0,80.0
2025-02-06 00:00:00+00:00,42.0,79.0,24.0,5.0,4.0,57.0,22.0,79.0
2025-02-07 00:00:00+00:00,42.0,92.0,24.0,5.0,4.0,15.0,22.0,92.0
2025-02-08 00:00:00+00:00,28.0,63.0,23.0,5.0,3.0,32.0,23.0,63.0
2025-02-09 00:00:00+00:00,32.0,66.0,24.0,5.0,4.0,60.0,22.0,66.0
2025-02-10 00:00:00+00:00,52.0,82.0,23.0,5.0,4.0,50.0,22.0,82.0
2025-02-11 00:00:00+00:00,54.0,83.0,24.0,5.0,4.0,62.0,22.0,83.0
2025-02-12 00:00:00+00:00,68.0,86.0,24.0,5.0,4.0,66.0,22.0,86.0
2025-02-13 00:00:00+00:00,42.0,79.0,24.0,5.0,4.0,43.0,22.0,79.0
2025-02-14 00:00:00+00:00,41.0,71.0,24.0,5.0,3.0,74.0,22.0,74.0
2025-02-15 00:00:00+00:00,71.0,104.0,24.0,5.0,3.0,67.0,22.0,104.0
2025-02-16 00:00:00+00:00,64.0,96.0,23.0,5.0,5.0,37.0,22.0,96.0
2025-02-17 00:00:00+00:00,50.0,73.0,24.0,5.0,4.0,44.0,22.0,73.0
2025-02-18 00:00:00+00:00,41.0,63.0,23.0,5.0,4.0,44.0,22.0,63.0
2025-02-19 00:00:00+00:00,47.0,70.0,24.0,5.0,3.0,29.0,22.0,70.0
2025-02-20 00:00:00+00:00,42.0,66.0,24.0,5.0,3.0,32.0,22.0,66.0
2025-02-21 00:00:00+00:00,27.0,57.0,24.0,5.0,4.0,54.0,22.0,57.0
2025-02-22 00:00:00+00:00,62.0,101.0,24.0,5.0,3.0,33.0,22.0,101.0
2025-02-23 00:00:00+00:00,44.0,83.0,24.0,5.0,3.0,53.0,22.0,83.0
2025-02-24 00:00:00+00:00,50.0,87.0,24.0,5.0,3.0,41.0,22.0,87.0
2025-02-25 00:00:00+00:00,42.0,79.0,24.0,5.0,4.0,46.0,22.0,79.0
2025-02-26 00:00:00+00:00,34.0,62.0,24.0,5.0,5.0,49.0,22.0,62.0
2025-02-27 00:00:00+00:00,37.0,62.0,24.0,5.0,5.0,53.0,22.0,62.0
2025-02-28 00:00:00+00:00,47.0,87.0,24.0,5.0,5.0,60.0,22.0,87.0
